运单号,发货地,收货地,揽收人,揽收人ID,客户名称,供应商名称,货物类型,产品类型,重量,体积,运费金额,结算金额,发货时间,揽收时间,派件时间,签收时间,运单状态,对账人,公里数,发货网点,收货网点,异常类型,风险等级
WLYD8248757,广州余杭区,南京余杭区,张强,EMP_042,赵伟贸易公司,顺丰速运,食品,整车,4865kg,8.75m³,1112元,531元,2026-04-24 18:09,2025-08-07 01:09,2026-04-24 18:09,2025-01-24 22:07,派送中,周强,1839km,南山网点,南山网点,运费异常,中
WLYD8981941,广州浦东新区,北京天河区,张伟,EMP_076,杨芳贸易公司,顺丰速运,建材,合同物流,299kg,3.53m³,2079元,666元,2025-09-25 19:03,2025-01-06 16:53,2025-09-25 19:03,2025-06-05 08:29,已退回,王洋,1111km,朝阳网点,天河网点,重量异常,低
WLYD2576466,杭州天河区,广州余杭区,陈洋,EMP_021,杨静贸易公司,顺丰速运,电子产品,整车,4708kg,6.60m³,934元,2676元,2025-02-15 17:25,2026-07-02 02:36,2025-02-15 17:25,2026-06-21 10:42,已签收,王丽,1841km,南山网点,朝阳网点,运费异常,高
WLYD8041387,北京天河区,南京浦东新区,杨芳,EMP_047,黄静贸易公司,顺丰速运,食品,合同物流,1289kg,8.18m³,289元,3977元,2026-04-19 04:41,2026-10-05 00:45,2026-04-19 04:41,2025-03-15 09:31,已退回,陈洋,1834km,鼓楼网点,朝阳网点,路线异常,中
WLYD9843706,广州朝阳区,广州朝阳区,刘磊,EMP_024,陈秀英贸易公司,顺丰速运,电子产品,整车,4555kg,7.01m³,4132元,3704元,2025-06-10 03:07,2026-04-23 00:13,2025-06-10 03:07,2026-06-04 21:25,已签收,吴芳,1410km,余杭网点,鼓楼网点,运费异常,高
WLYD3503629,北京南山区,广州鼓楼区,吴强,EMP_035,赵磊贸易公司,顺丰速运,建材,零担,4735kg,4.03m³,3029元,563元,2026-04-07 07:26,2026-04-09 08:33,2026-04-07 07:26,2026-06-02 21:13,派送中,李芳,1714km,朝阳网点,浦东网点,路线异常,中
WLYD4062175,南京余杭区,深圳天河区,陈丽,EMP_070,吴静贸易公司,顺丰速运,食品,合同物流,4064kg,2.03m³,1306元,2611元,2026-02-05 21:49,2025-09-15 04:58,2026-02-05 21:49,2026-03-09 15:45,已退回,周娜,1626km,朝阳网点,天河网点,未及时签收,中
WLYD5590412,杭州浦东新区,南京余杭区,赵娜,EMP_029,王磊贸易公司,顺丰速运,食品,整车,3579kg,8.75m³,2795元,2848元,2026-01-06 00:45,2025-09-22 20:24,2026-01-06 00:45,2025-12-15 15:33,派送中,吴敏,1006km,余杭网点,南山网点,未及时签收,高
WLYD9130960,杭州余杭区,南京南山区,陈娜,EMP_017,周秀英贸易公司,顺丰速运,食品,零担,1218kg,1.61m³,787元,4002元,2026-03-03 00:36,2025-10-17 14:25,2026-03-03 00:36,2026-12-24 19:00,派送中,黄丽,1331km,浦东网点,鼓楼网点,运费异常,低
WLYD9685094,广州南山区,广州余杭区,刘磊,EMP_071,王秀英贸易公司,顺丰速运,食品,整车,932kg,4.54m³,4021元,2937元,2025-01-17 03:11,2026-07-21 05:13,2025-01-17 03:11,2025-10-12 11:43,已签收,刘伟,1681km,南山网点,浦东网点,超时派送,中
WLYD1076332,广州鼓楼区,北京浦东新区,赵秀英,EMP_030,黄娜贸易公司,顺丰速运,食品,零担,1802kg,5.99m³,2270元,1934元,2025-03-01 05:17,2026-10-04 14:59,2025-03-01 05:17,2025-06-11 01:30,已签收,张丽,902km,南山网点,南山网点,货物损坏,低
WLYD6469822,上海余杭区,广州浦东新区,陈伟,EMP_022,陈磊贸易公司,顺丰速运,建材,合同物流,1744kg,8.51m³,2355元,1587元,2025-02-27 12:21,2025-10-16 20:51,2025-02-27 12:21,2025-03-11 01:01,已签收,陈芳,67km,浦东网点,浦东网点,运费异常,高
WLYD9336525,广州朝阳区,南京朝阳区,张丽,EMP_017,张秀英贸易公司,顺丰速运,服装,零担,1083kg,9.51m³,192元,268元,2025-11-20 22:46,2025-06-09 20:50,2025-11-20 22:46,2025-07-21 16:44,派送中,黄伟,691km,浦东网点,南山网点,运费异常,中
WLYD3993381,深圳浦东新区,北京天河区,周磊,EMP_068,杨敏贸易公司,顺丰速运,服装,零担,3844kg,4.30m³,1191元,4333元,2025-08-16 22:31,2026-03-25 20:04,2025-08-16 22:31,2025-07-26 10:42,已签收,刘静,112km,南山网点,南山网点,未及时签收,高
WLYD5071351,上海天河区,南京鼓楼区,李洋,EMP_028,张芳贸易公司,顺丰速运,化工品,零担,101kg,3.82m³,973元,4245元,2026-03-07 20:59,2026-10-13 15:00,2026-03-07 20:59,2025-01-16 06:56,派送中,吴伟,1705km,鼓楼网点,鼓楼网点,货物损坏,高
WLYD3894063,北京天河区,北京南山区,刘敏,EMP_078,赵伟贸易公司,顺丰速运,食品,合同物流,2757kg,8.90m³,4563元,2154元,2026-12-08 07:15,2025-10-19 08:45,2026-12-08 07:15,2025-06-24 11:29,派送中,周芳,1789km,朝阳网点,浦东网点,未及时签收,低
WLYD7522691,南京浦东新区,深圳天河区,赵丽,EMP_016,张洋贸易公司,顺丰速运,服装,整车,1495kg,4.14m³,1328元,3606元,2026-02-23 07:16,2025-06-01 10:08,2026-02-23 07:16,2025-10-01 15:14,派送中,王敏,1960km,浦东网点,南山网点,路线异常,中
WLYD5369725,深圳浦东新区,上海天河区,周强,EMP_038,周伟贸易公司,顺丰速运,化工品,合同物流,1625kg,2.25m³,951元,1211元,2026-11-14 13:14,2026-03-04 09:09,2026-11-14 13:14,2025-08-21 15:55,已退回,黄芳,1674km,余杭网点,天河网点,未及时签收,中
WLYD9749621,上海鼓楼区,广州鼓楼区,李洋,EMP_038,吴敏贸易公司,顺丰速运,电子产品,零担,133kg,2.94m³,3206元,768元,2025-01-28 23:45,2025-02-12 21:42,2025-01-28 23:45,2026-11-09 09:22,已退回,王强,1806km,天河网点,鼓楼网点,超时派送,中
WLYD5664416,南京朝阳区,北京天河区,赵娜,EMP_026,杨芳贸易公司,顺丰速运,建材,整车,3736kg,8.44m³,4676元,2743元,2026-04-06 07:06,2025-07-12 08:33,2026-04-06 07:06,2026-02-16 03:26,已退回,周敏,425km,天河网点,浦东网点,未及时签收,中
WLYD7802457,南京鼓楼区,深圳南山区,陈磊,EMP_029,周静贸易公司,顺丰速运,食品,零担,3398kg,9.17m³,3076元,2160元,2026-06-19 13:03,2026-10-01 06:52,2026-06-19 13:03,2026-10-28 01:52,已退回,黄丽,607km,鼓楼网点,朝阳网点,虚假签收,低
WLYD6754225,杭州南山区,广州天河区,周丽,EMP_004,陈秀英贸易公司,顺丰速运,化工品,零担,2692kg,4.72m³,4173元,999元,2026-12-21 15:42,2025-11-13 13:54,2026-12-21 15:42,2026-12-20 07:21,已退回,吴秀英,454km,天河网点,天河网点,货物损坏,中
WLYD4752854,杭州南山区,深圳天河区,赵洋,EMP_078,陈芳贸易公司,顺丰速运,食品,零担,3680kg,6.91m³,4444元,853元,2025-03-05 11:50,2025-04-18 23:00,2025-03-05 11:50,2025-01-19 14:44,已退回,王磊,1831km,朝阳网点,天河网点,运费异常,中
WLYD2875382,杭州天河区,北京朝阳区,周芳,EMP_089,张磊贸易公司,顺丰速运,服装,零担,3287kg,8.92m³,2597元,2958元,2025-09-22 23:12,2026-08-22 03:00,2025-09-22 23:12,2025-03-08 00:43,派送中,杨敏,173km,鼓楼网点,南山网点,虚假签收,高
WLYD7530164,深圳天河区,北京朝阳区,陈静,EMP_072,黄芳贸易公司,顺丰速运,食品,零担,2194kg,6.66m³,2726元,2015元,2025-07-24 21:49,2025-02-15 23:51,2025-07-24 21:49,2026-02-12 19:00,已签收,杨敏,1881km,余杭网点,朝阳网点,未及时签收,中
WLYD5509615,南京天河区,深圳余杭区,王静,EMP_072,吴洋贸易公司,顺丰速运,化工品,零担,4694kg,7.39m³,2640元,1865元,2025-03-24 13:16,2026-04-08 03:05,2025-03-24 13:16,2025-01-20 12:53,已签收,张伟,753km,南山网点,鼓楼网点,未及时签收,高
WLYD1730891,广州鼓楼区,上海南山区,王丽,EMP_079,李静贸易公司,顺丰速运,服装,零担,3093kg,4.45m³,191元,1862元,2026-01-24 12:13,2026-12-04 16:01,2026-01-24 12:13,2026-02-22 04:37,已签收,赵芳,946km,朝阳网点,浦东网点,货物损坏,中
WLYD7509303,上海余杭区,广州鼓楼区,李秀英,EMP_045,王磊贸易公司,顺丰速运,电子产品,整车,3806kg,2.94m³,1316元,2271元,2026-01-04 02:26,2026-08-15 10:57,2026-01-04 02:26,2025-05-21 16:05,已退回,黄洋,1473km,天河网点,余杭网点,路线异常,低
WLYD3239101,杭州天河区,南京浦东新区,李娜,EMP_020,刘敏贸易公司,顺丰速运,服装,合同物流,4742kg,8.14m³,1637元,1051元,2025-09-24 09:56,2026-10-06 12:35,2025-09-24 09:56,2026-10-08 20:54,派送中,吴伟,1207km,朝阳网点,南山网点,未及时签收,低
WLYD4758844,广州浦东新区,北京余杭区,周娜,EMP_073,黄强贸易公司,顺丰速运,化工品,整车,2394kg,5.23m³,3042元,389元,2025-02-17 09:27,2026-09-19 00:28,2025-02-17 09:27,2026-04-01 16:58,已签收,陈娜,818km,鼓楼网点,鼓楼网点,货物损坏,高
WLYD1055785,杭州浦东新区,杭州天河区,周芳,EMP_015,杨芳贸易公司,顺丰速运,食品,零担,3240kg,9.60m³,343元,2870元,2026-06-16 07:04,2026-09-24 17:05,2026-06-16 07:04,2026-12-23 02:38,派送中,李秀英,944km,鼓楼网点,朝阳网点,未及时签收,低
WLYD7403437,广州鼓楼区,上海浦东新区,王强,EMP_062,赵洋贸易公司,顺丰速运,电子产品,零担,587kg,1.63m³,2225元,3664元,2026-04-19 18:17,2025-07-21 22:17,2026-04-19 18:17,2025-05-20 04:14,已退回,赵娜,1646km,天河网点,朝阳网点,虚假签收,中
WLYD3996644,杭州余杭区,上海朝阳区,杨伟,EMP_048,李芳贸易公司,顺丰速运,化工品,零担,2507kg,0.29m³,2171元,2251元,2026-04-06 07:54,2026-03-15 01:21,2026-04-06 07:54,2025-05-23 18:50,已退回,周伟,1437km,天河网点,余杭网点,未及时签收,中
WLYD2878024,深圳南山区,深圳朝阳区,杨静,EMP_086,李强贸易公司,顺丰速运,食品,零担,4568kg,8.29m³,701元,171元,2026-08-27 11:56,2025-10-21 10:14,2026-08-27 11:56,2026-03-14 13:42,已退回,赵磊,901km,天河网点,余杭网点,包装破损,中
WLYD2852797,深圳朝阳区,广州南山区,李静,EMP_038,陈秀英贸易公司,顺丰速运,建材,零担,311kg,2.90m³,3772元,1102元,2026-07-22 22:10,2025-11-22 02:24,2026-07-22 22:10,2025-04-01 14:29,派送中,周伟,352km,鼓楼网点,鼓楼网点,运费异常,低
WLYD6883525,广州天河区,广州鼓楼区,杨静,EMP_023,吴娜贸易公司,顺丰速运,服装,整车,4386kg,8.19m³,2464元,2721元,2026-08-05 08:43,2026-09-16 17:23,2026-08-05 08:43,2025-04-24 22:19,已签收,王秀英,1853km,天河网点,鼓楼网点,未及时签收,高
WLYD4986203,北京鼓楼区,广州朝阳区,张洋,EMP_025,周敏贸易公司,顺丰速运,化工品,整车,2397kg,5.57m³,820元,1571元,2025-06-25 21:23,2026-10-08 19:26,2025-06-25 21:23,2025-08-15 07:25,派送中,李洋,95km,南山网点,浦东网点,超时派送,低
WLYD7404587,杭州余杭区,南京南山区,李娜,EMP_030,王静贸易公司,顺丰速运,电子产品,整车,1693kg,5.75m³,722元,687元,2025-09-01 23:14,2025-10-23 14:13,2025-09-01 23:14,2026-04-24 08:25,派送中,刘洋,445km,朝阳网点,余杭网点,超时派送,高
WLYD7045233,北京朝阳区,南京浦东新区,周芳,EMP_062,周丽贸易公司,顺丰速运,服装,零担,1338kg,5.28m³,1720元,404元,2025-03-15 22:51,2026-03-22 08:04,2025-03-15 22:51,2025-02-20 23:12,派送中,张强,785km,鼓楼网点,朝阳网点,重量异常,高
WLYD4024790,杭州鼓楼区,广州浦东新区,吴秀英,EMP_059,王秀英贸易公司,顺丰速运,电子产品,零担,614kg,8.46m³,563元,501元,2026-04-22 10:14,2026-11-04 03:39,2026-04-22 10:14,2025-04-08 09:13,已退回,王娜,1536km,余杭网点,鼓楼网点,超时派送,中
WLYD7254549,深圳天河区,上海朝阳区,黄娜,EMP_092,陈丽贸易公司,顺丰速运,服装,合同物流,2281kg,6.82m³,2166元,1358元,2026-03-16 05:42,2026-03-22 06:22,2026-03-16 05:42,2025-04-27 11:39,派送中,刘娜,1439km,南山网点,鼓楼网点,包装破损,高
WLYD5094021,北京余杭区,北京天河区,李芳,EMP_063,杨磊贸易公司,顺丰速运,服装,整车,4590kg,9.20m³,4615元,1400元,2026-06-18 03:05,2026-07-06 17:54,2026-06-18 03:05,2025-07-07 23:59,派送中,赵伟,1227km,朝阳网点,南山网点,重量异常,低
WLYD6129601,深圳余杭区,北京鼓楼区,赵丽,EMP_041,陈静贸易公司,顺丰速运,建材,整车,2567kg,6.45m³,4394元,1559元,2026-07-26 13:44,2025-07-28 13:03,2026-07-26 13:44,2026-03-05 20:10,已签收,赵静,986km,浦东网点,南山网点,虚假签收,中
WLYD8655667,南京南山区,深圳浦东新区,赵秀英,EMP_100,杨强贸易公司,顺丰速运,化工品,整车,1347kg,5.39m³,1788元,3193元,2026-02-06 15:41,2025-01-12 17:43,2026-02-06 15:41,2025-02-06 18:40,已签收,张丽,1463km,浦东网点,朝阳网点,未及时签收,低
WLYD1880083,杭州浦东新区,上海南山区,张芳,EMP_094,周强贸易公司,顺丰速运,电子产品,零担,3872kg,8.89m³,4870元,1802元,2025-01-18 06:41,2025-04-12 01:39,2025-01-18 06:41,2025-01-21 22:03,已签收,陈娜,1884km,浦东网点,鼓楼网点,包装破损,高
WLYD5380301,上海鼓楼区,广州南山区,黄娜,EMP_073,陈芳贸易公司,顺丰速运,食品,整车,608kg,5.84m³,3741元,3369元,2025-08-11 09:43,2025-08-15 11:28,2025-08-11 09:43,2025-05-18 18:53,派送中,陈敏,97km,鼓楼网点,浦东网点,包装破损,低
WLYD9888816,杭州鼓楼区,杭州朝阳区,赵芳,EMP_064,黄洋贸易公司,顺丰速运,电子产品,整车,832kg,9.05m³,2083元,2907元,2025-01-22 21:00,2026-12-18 09:27,2025-01-22 21:00,2026-05-25 23:35,派送中,刘芳,1352km,鼓楼网点,鼓楼网点,包装破损,中
WLYD5269370,杭州南山区,深圳余杭区,陈芳,EMP_080,黄磊贸易公司,顺丰速运,化工品,整车,4631kg,4.01m³,1005元,4488元,2025-03-15 03:03,2025-09-15 19:42,2025-03-15 03:03,2026-09-14 18:40,派送中,王洋,356km,南山网点,朝阳网点,重量异常,高
WLYD4246478,杭州天河区,南京南山区,吴芳,EMP_039,刘强贸易公司,顺丰速运,电子产品,零担,1924kg,2.04m³,4543元,2220元,2025-05-10 09:32,2025-03-18 23:11,2025-05-10 09:32,2025-02-19 21:13,已签收,王丽,125km,朝阳网点,朝阳网点,运费异常,低
WLYD4872633,杭州南山区,杭州浦东新区,王洋,EMP_017,杨洋贸易公司,顺丰速运,化工品,零担,4664kg,5.60m³,1506元,236元,2025-10-07 18:21,2025-02-11 04:44,2025-10-07 18:21,2025-11-25 15:11,已退回,陈丽,1129km,南山网点,鼓楼网点,包装破损,低
WLYD4883126,广州天河区,深圳朝阳区,刘伟,EMP_047,赵娜贸易公司,顺丰速运,建材,合同物流,1954kg,6.43m³,2932元,1921元,2025-01-02 13:00,2025-04-03 15:53,2025-01-02 13:00,2025-01-09 23:20,已退回,赵芳,168km,天河网点,浦东网点,虚假签收,低
WLYD4653155,深圳余杭区,广州浦东新区,陈秀英,EMP_078,李秀英贸易公司,顺丰速运,电子产品,零担,1508kg,7.04m³,2847元,2351元,2025-05-09 21:40,2025-07-12 13:10,2025-05-09 21:40,2026-12-08 19:30,已退回,黄强,1649km,天河网点,朝阳网点,货物损坏,低
WLYD9861064,深圳浦东新区,上海浦东新区,刘娜,EMP_033,吴磊贸易公司,顺丰速运,食品,合同物流,3979kg,3.16m³,3308元,3601元,2026-09-02 09:59,2025-04-07 13:35,2026-09-02 09:59,2025-02-26 10:20,派送中,李伟,1246km,余杭网点,朝阳网点,虚假签收,高
WLYD6503813,杭州浦东新区,上海天河区,张洋,EMP_021,刘芳贸易公司,顺丰速运,食品,合同物流,2947kg,2.00m³,2481元,3386元,2025-03-15 20:01,2025-02-10 11:35,2025-03-15 20:01,2025-07-28 06:58,派送中,吴伟,731km,朝阳网点,南山网点,货物损坏,高
WLYD3234571,北京朝阳区,杭州南山区,赵秀英,EMP_025,杨秀英贸易公司,顺丰速运,化工品,合同物流,4973kg,8.56m³,3334元,804元,2026-05-25 22:55,2026-08-22 07:21,2026-05-25 22:55,2025-09-17 13:54,派送中,黄芳,1862km,余杭网点,余杭网点,运费异常,低
WLYD9788795,广州天河区,南京余杭区,刘磊,EMP_089,李磊贸易公司,顺丰速运,电子产品,整车,3038kg,4.36m³,4586元,1886元,2025-12-03 21:27,2026-04-06 04:47,2025-12-03 21:27,2026-05-01 15:23,派送中,黄伟,1561km,天河网点,鼓楼网点,超时派送,低
WLYD9456799,广州鼓楼区,北京天河区,王强,EMP_091,张芳贸易公司,顺丰速运,建材,零担,361kg,9.23m³,4402元,904元,2026-05-06 11:44,2026-01-14 05:01,2026-05-06 11:44,2025-11-25 20:15,派送中,赵秀英,1971km,鼓楼网点,朝阳网点,货物损坏,高
WLYD5580463,上海浦东新区,北京朝阳区,周静,EMP_067,张丽贸易公司,顺丰速运,电子产品,整车,4157kg,6.48m³,631元,3524元,2025-07-11 04:18,2025-05-28 07:41,2025-07-11 04:18,2026-10-04 21:41,已退回,王芳,802km,天河网点,朝阳网点,包装破损,高
WLYD9630238,上海浦东新区,杭州朝阳区,杨芳,EMP_046,刘秀英贸易公司,顺丰速运,电子产品,合同物流,3171kg,7.12m³,3557元,2316元,2026-05-17 06:58,2026-12-18 03:09,2026-05-17 06:58,2025-06-12 20:24,已退回,刘丽,1404km,朝阳网点,朝阳网点,超时派送,中
WLYD8327055,杭州朝阳区,杭州鼓楼区,李秀英,EMP_091,王娜贸易公司,顺丰速运,化工品,合同物流,2682kg,3.26m³,4437元,3386元,2026-08-02 06:43,2026-10-19 05:15,2026-08-02 06:43,2025-07-18 15:58,已签收,周秀英,1605km,余杭网点,浦东网点,虚假签收,中
WLYD8328945,广州朝阳区,上海鼓楼区,赵敏,EMP_014,张伟贸易公司,顺丰速运,食品,整车,2380kg,3.57m³,3459元,4118元,2025-01-13 23:41,2026-07-15 11:45,2025-01-13 23:41,2025-04-19 08:12,已签收,黄丽,1513km,朝阳网点,余杭网点,虚假签收,中
WLYD8390310,上海浦东新区,广州朝阳区,陈丽,EMP_081,陈伟贸易公司,顺丰速运,电子产品,零担,3619kg,6.31m³,4962元,3008元,2025-06-08 05:40,2026-12-12 01:59,2025-06-08 05:40,2026-01-20 23:30,已退回,李洋,1618km,余杭网点,鼓楼网点,重量异常,低
WLYD7865047,上海鼓楼区,上海鼓楼区,陈敏,EMP_039,杨秀英贸易公司,顺丰速运,电子产品,整车,3296kg,4.84m³,3597元,2551元,2026-02-15 04:27,2026-08-27 07:32,2026-02-15 04:27,2026-06-01 11:04,派送中,王强,887km,天河网点,南山网点,运费异常,高
WLYD9195931,北京朝阳区,南京余杭区,王伟,EMP_032,刘敏贸易公司,顺丰速运,化工品,零担,3782kg,4.91m³,1461元,3694元,2025-06-23 03:31,2025-12-11 01:13,2025-06-23 03:31,2026-04-06 14:13,派送中,刘强,1813km,南山网点,天河网点,虚假签收,中
WLYD6140194,广州鼓楼区,深圳浦东新区,刘伟,EMP_098,周洋贸易公司,顺丰速运,食品,合同物流,23kg,9.26m³,584元,3682元,2025-01-01 06:51,2025-04-18 15:49,2025-01-01 06:51,2025-04-23 22:09,已退回,刘磊,1309km,朝阳网点,浦东网点,虚假签收,低
WLYD8794013,杭州余杭区,南京余杭区,李秀英,EMP_003,吴娜贸易公司,顺丰速运,食品,零担,4261kg,4.57m³,1303元,3858元,2026-08-07 18:21,2026-09-19 09:50,2026-08-07 18:21,2025-06-19 08:04,已签收,周洋,109km,浦东网点,鼓楼网点,运费异常,高
WLYD2407240,上海鼓楼区,深圳天河区,张磊,EMP_093,杨敏贸易公司,顺丰速运,化工品,整车,2438kg,8.72m³,2572元,3826元,2026-09-02 23:46,2025-04-20 00:05,2026-09-02 23:46,2026-06-17 03:14,已签收,黄娜,1323km,朝阳网点,浦东网点,包装破损,高
WLYD8946314,上海南山区,广州鼓楼区,吴娜,EMP_002,陈洋贸易公司,顺丰速运,服装,零担,4373kg,2.20m³,2124元,209元,2025-08-25 05:23,2026-04-27 18:45,2025-08-25 05:23,2026-09-11 01:40,已退回,张敏,1908km,浦东网点,浦东网点,运费异常,中
WLYD9203399,深圳余杭区,广州鼓楼区,吴静,EMP_006,陈强贸易公司,顺丰速运,建材,合同物流,4059kg,8.06m³,4173元,4373元,2026-08-13 17:58,2026-03-22 00:35,2026-08-13 17:58,2026-12-25 21:39,已签收,李强,1766km,余杭网点,浦东网点,包装破损,低
WLYD4842120,北京鼓楼区,广州浦东新区,王娜,EMP_098,张秀英贸易公司,顺丰速运,建材,整车,869kg,8.12m³,904元,4730元,2026-08-10 15:04,2025-12-10 07:36,2026-08-10 15:04,2026-10-16 01:59,派送中,周强,1279km,天河网点,浦东网点,未及时签收,中
WLYD4864978,杭州鼓楼区,北京南山区,刘伟,EMP_053,张敏贸易公司,顺丰速运,服装,合同物流,4123kg,8.65m³,4716元,3980元,2025-02-09 08:04,2025-12-17 15:18,2025-02-09 08:04,2026-09-24 22:34,已签收,黄洋,1687km,南山网点,朝阳网点,虚假签收,低
WLYD5402869,广州鼓楼区,上海南山区,赵芳,EMP_085,王芳贸易公司,顺丰速运,服装,合同物流,912kg,2.96m³,4444元,1595元,2026-04-25 19:26,2026-02-07 12:33,2026-04-25 19:26,2025-11-07 17:54,已退回,赵秀英,1724km,南山网点,南山网点,路线异常,中
